Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, 
266975, 1725202.979321733, 42, 270153, 1815511.0955774365, 42, 256190, 1711986.66012336, 42, 256527, 1708138.3512843405, 42, 
266975, 1712421.892205951, 43, 270153, 1807458.3485382139, 43, 256190, 1705450.9834688485, 43, 256527, 1702283.5562548363, 43, 
266975, 1705558.3225357982, 44, 270153, 1805293.890821766, 44, 252649, 1666511.6143123573, 44, 256527, 1695516.4328237954, 44, 
266975, 1696346.0123922706, 45, 270153, 1800955.8858312368, 45, 252649, 1657104.0343456515, 45, 256527, 1693093.7057768288, 45, 
266975, 1688266.5939445915, 46, 270153, 1799466.5336363032, 46, 253823, 1655388.87966799, 46, 256527, 1688922.6428467846, 46, 
266928, 1678562.484560183, 47, 266012, 1756744.1125930615, 47, 253858, 1649294.552384497, 47, 256527, 1681815.8959862473, 47, 
266928, 1669329.0906305134, 48, 266012, 1743022.7051001312, 48, 253858, 1641724.9718210327, 48, 256527, 1677070.2656188686, 48, 
266928, 1657927.875942189, 49, 266012, 1728962.8716819757, 49, 253858, 1636773.6002366992, 49, 256527, 1671785.5654831938, 49, 
266928, 1654290.2814988808, 50, 267269, 1726302.1646768467, 50, 260441, 1694170.611316778, 50, 256527, 1660031.2136413078, 50, 
267398, 1657500.7278251743, 51, 267269, 1720661.7236470818, 51, 260441, 1687409.3767427464, 51, 255142, 1655349.5467639419, 51, 
266813, 1649445.4686422246, 52, 267269, 1717540.1560994254, 52, 260441, 1677485.939261934, 52, 254502, 1651882.2438882268, 52, 
266813, 1645180.8501889624, 53, 268444, 1710878.5507566181, 53, 255915, 1638782.4519664512, 53, 254502, 1648995.6583090632, 53, 
264154, 1590967.069042383, 54, 268444, 1706441.8462096634, 54, 255915, 1622534.338443173, 54, 254637, 1643676.8709246158, 54, 
266030, 1637711.4629205258, 55, 268444, 1696339.820066259, 55, 258653, 1647565.6067763418, 55, 253232, 1631963.5864929166, 55, 
267670, 1632974.6551704607, 56, 268444, 1691993.1508070256, 56, 258653, 1640779.9810120065, 56, 259697, 1689388.051329776, 56, 
267670, 1629233.907413642, 57, 268444, 1686156.5207898202, 57, 258653, 1636024.454821258, 57, 259697, 1676882.5830966604, 57, 
267040, 1620283.2393989065, 58, 268444, 1675778.066714034, 58, 258653, 1625885.278413716, 58, 259697, 1671671.2699390687, 58, 
268665, 1636947.5636712196, 59, 268444, 1669477.6748178017, 59, 258653, 1621112.7596459894, 59, 259697, 1666542.9524999422, 59, 
265131, 1601605.883537241, 60, 268444, 1661896.2937310142, 60, 258653, 1614757.7421702829, 60, 258510, 1655204.9844275075, 60, 
265131, 1595576.681720023, 61, 268444, 1656648.0351431803, 61, 258653, 1610408.7992440653, 61, 257365, 1651084.7063849487, 61, 
265131, 1588903.7796083181, 62, 268444, 1648663.819172975, 62, 259584, 1605166.4458434216, 62, 257365, 1647662.3383434417, 62, 
265589, 1590347.2590984707, 63, 269185, 1639845.27548518, 63, 259584, 1603114.9972215043, 63, 257365, 1641723.7434890226, 63, 
265589, 1582650.4364148676, 64, 269185, 1635765.8979492371, 64, 259584, 1593203.3989176278, 64, 257365, 1637787.8855614986, 64, 
264303, 1569901.8552345284, 65, 267703, 1619029.8666342585, 65, 258432, 1582501.9059560532, 65, 257365, 1634235.9188308718, 65, 
265131, 1567811.9068601269, 66, 267703, 1611583.175795932, 66, 258432, 1576006.418572399, 66, 257365, 1629802.8252278913, 66, 
265131, 1563794.2501002299, 67, 267703, 1607838.1610854974, 67, 258432, 1573994.8201089066, 67, 257365, 1622233.1720125463, 67, 
274080, 1724684.3148681093, 68, 266710, 1597803.1033948376, 68, 259038, 1573965.1248385767, 68, 257365, 1615927.7590995135, 68, 
274080, 1717814.359214123, 69, 266710, 1591049.4292795032, 69, 259038, 1567354.3047232958, 69, 257365, 1610323.4736749039, 69, 
265131, 1556924.294446244, 70, 266710, 1586904.0317271615, 70, 259038, 1565924.9678847718, 70, 250705, 1549635.1042389153, 70, 
265131, 1550407.079095038, 71, 266710, 1579717.38779362, 71, 259225, 1561375.482883474, 71, 250705, 1547287.2608080278, 71, 
266001, 1551617.2352487566, 72, 266710, 1575453.4458486717, 72, 259225, 1559672.4889439144, 72, 254496, 1563715.7374620351, 72, 
266001, 1548064.5028374775, 73, 266695, 1568198.4824033512, 73, 258602, 1550387.1030202624, 73, 253527, 1553741.0970185196, 73, 
266001, 1546190.3641081515, 74, 266695, 1567538.4314960577, 74, 258602, 1547555.8517189503, 74, 250705, 1543069.934103605, 74, 
265722, 1540922.4136902587, 75, 265502, 1552686.9639679566, 75, 258602, 1545238.0916250928, 75, 250705, 1538486.5495073323, 75, 
265722, 1536212.8410449885, 76, 265502, 1548889.189244131, 76, 258602, 1539061.7408061498, 76, 250705, 1534170.6058084015, 76, 
265722, 1528211.109145551, 77, 265128, 1546018.3865378853, 77, 258602, 1533304.9156634454, 77, 250705, 1528931.4427185797, 77, 
265200, 1506019.9506180868, 78, 265840, 1544118.6741009697, 78, 258602, 1529224.186911234, 78, 250705, 1525471.3707195655, 78, 
265731, 1500901.8227385231, 79, 265840, 1543201.930143913, 79, 255503, 1511933.175580916, 79, 250705, 1520064.3511130714, 79, 
265731, 1496616.3285313665, 80, 265840, 1540099.093891265, 80, 255170, 1507536.6554508149, 80, 250705, 1517157.84669464, 80, 
265731, 1493748.5280323569, 81, 265840, 1538222.13630171, 81, 255170, 1505849.2361881183, 81, 250705, 1514003.597807084, 81, 
265731, 1489983.9189321785, 82, 265840, 1533868.6742458849, 82, 255170, 1504144.6263606837, 82, 250705, 1508433.8600302476, 82, 
269459, 1535835.6088792053, 83, 265651, 1529330.25928701, 83, 260279, 1539385.3108159848, 83, 254496, 1525465.5750085574, 83, 
269459, 1531871.2901159485, 84, 265651, 1522110.2465899861, 84, 260279, 1533578.165142301, 84, 254496, 1522044.3122528659, 84, 
269154, 1521446.943432631, 85, 265651, 1512969.334068621, 85, 260279, 1531665.624509542, 85, 254496, 1515976.1076755722, 85, 
269154, 1518375.814102547, 86, 265651, 1511234.5972201617, 86, 260279, 1522106.2210258755, 86, 253711, 1511641.0117609256, 86, 
269154, 1514667.035362974, 87, 265651, 1508117.3014184635, 87, 260279, 1518130.50187294, 87, 253711, 1503933.713736403, 87, 
267956, 1500246.8035828, 88, 265651, 1505467.4838568086, 88, 260279, 1515871.19478928, 88, 253711, 1496574.8897550302, 88, 
267956, 1497258.7478496972, 89, 265687, 1502962.403584901, 89, 260879, 1514074.6430964647, 89, 254200, 1502649.3093835365, 89, 
267956, 1497202.2152956696, 90, 265687, 1500540.811451743, 90, 260879, 1508355.8951293104, 90, 254200, 1495116.20538799, 90, 
265882, 1479034.3048659645, 91, 265687, 1497123.0812583838, 91, 260879, 1506286.8776300135, 91, 253649, 1487917.9912474998, 91, 
265882, 1468110.3369280836, 92, 265687, 1495335.7770612128, 92, 258888, 1496855.854677907, 92, 253649, 1481907.0338532063, 92, 
268512, 1499465.6482694931, 93, 266040, 1495225.0624683592, 93, 258888, 1493944.6406296964, 93, 254200, 1487298.284827929, 93, 
269246, 1500962.4680957852, 94, 266040, 1492700.08611613, 94, 258888, 1490948.0134397384, 94, 254200, 1483360.8575454573, 94, 
269246, 1499876.7972544285, 95, 266040, 1486891.5029479673, 95, 258888, 1485234.0468987261, 95, 254200, 1480817.1957055326, 95, 
269246, 1498819.7192663117, 96, 266255, 1485784.4995329864, 96, 255355, 1453276.254982614, 96, 254200, 1474721.3180281634, 96, 
269246, 1497798.6632978686, 97, 266255, 1475925.3077960354, 97, 255355, 1448365.6433243311, 97, 254200, 1472904.8873633142, 97, 
268387, 1483817.8532943216, 98, 266255, 1473934.5201247097, 98, 255355, 1438557.5590640018, 98, 254496, 1466970.712141237, 98, 
268783, 1478808.2057678497, 99, 265571, 1459382.549878422, 99, 255355, 1435500.4473839256, 99, 254496, 1464686.2403076543, 99, 
268783, 1475373.8697110335, 100, 265871, 1453111.9757564338, 100, 255355, 1431456.4406224412, 100, 254496, 1457297.7709760738, 100, 
268783, 1473382.380280405, 101, 265871, 1449841.8611496256, 101, 258707, 1469384.9951411928, 101, 254080, 1447816.7514172082, 101, 
268783, 1469090.1276690231, 102, 266233, 1442133.305633076, 102, 258707, 1465441.775806267, 102, 254080, 1429595.5279961897, 102, 
268783, 1464915.101647542, 103, 266233, 1437609.9927367358, 103, 255355, 1441072.0910084262, 103, 254080, 1424610.6633690926, 103, 
268783, 1462831.47564466, 104, 266233, 1430727.8932344455, 104, 255355, 1437927.7822199885, 104, 254080, 1420030.6460224385, 104, 
268783, 1461510.0542403664, 105, 266233, 1428445.8590564479, 105, 255355, 1431367.25144052, 105, 254080, 1414320.6173855078, 105, 
268783, 1455694.9039629346, 106, 266233, 1424472.1771470378, 106, 255170, 1427066.4099459758, 106, 254080, 1411644.76362646, 106, 
268387, 1449983.5290368649, 107, 266233, 1412442.8626089343, 107, 255170, 1426108.970139688, 107, 262325, 1511431.813432306, 107, 
268387, 1446136.5388498881, 108, 266233, 1410715.244841447, 108, 255170, 1419738.7569207067, 108, 255957, 1453340.8930415227, 108, 
268485, 1441525.4972054807, 109, 270009, 1436682.1678847044, 109, 255170, 1415384.1699342688, 109, 255957, 1450391.6057572558, 109, 
268485, 1440542.0188174935, 110, 270555, 1437087.9660753428, 110, 263903, 1506184.6768991007, 110, 255957, 1443516.2653025528, 110, 
264755, 1418058.7221975797, 111, 270555, 1435694.9861412628, 111, 263903, 1497907.4588568476, 111, 255957, 1440718.7196189063, 111, 
264755, 1410686.0833037237, 112, 270555, 1434556.6513632152, 112, 263903, 1495023.1603717841, 112, 254845, 1429560.3573755226, 112, 
264755, 1408907.2908159394, 113, 270555, 1434231.1832021459, 113, 263903, 1492391.9450808065, 113, 254845, 1425988.959897045, 113, 
264755, 1395142.5506265345, 114, 270555, 1432190.2502831884, 114, 263903, 1489386.4594131382, 114, 254845, 1425274.8827124694, 114, 
264755, 1392797.7654781663, 115, 270555, 1427529.3224932926, 115, 263903, 1487618.847624456, 115, 254845, 1418051.5106724454, 115, 
265097, 1386237.0259301944, 116, 270555, 1425776.897157157, 116, 256743, 1450306.7342466814, 116, 254845, 1415829.73781648, 116, 
265097, 1381131.7397729012, 117, 270555, 1423040.9914404124, 117, 257878, 1450181.4442418343, 117, 254845, 1408640.8993710582, 117, 
266207, 1390657.3814410593, 118, 270555, 1421872.0793874373, 118, 257156, 1443657.944055424, 118, 255922, 1403292.351670588, 118, 
264025, 1377189.0060306326, 119, 269367, 1413031.4302892047, 119, 257156, 1439703.017545562, 119, 255922, 1398336.5263377987, 119, 
266286, 1403103.7639158398, 120, 269367, 1413021.672246897, 120, 253479, 1402435.0899764916, 120, 255922, 1395520.0015025483, 120, 
266286, 1398387.7342388055, 121, 269367, 1411543.9461376693, 121, 252872, 1397640.8498724902, 121, 255922, 1392365.7662542355, 121, 
266286, 1394963.779693248, 122, 269367, 1406821.4945520288, 122, 251471, 1391337.1774204473, 122, 255922, 1391029.2444641811, 122, 
266286, 1389739.4502055447, 123, 269367, 1406006.6502031856, 123, 251471, 1386168.651284411, 123, 255922, 1388760.5593915924, 123, 
266286, 1388809.5153624276, 124, 269367, 1398720.5340538954, 124, 251870, 1385681.1018041687, 124, 255922, 1385343.934061716, 124, 
266924, 1383146.0913773945, 125, 269367, 1397717.9668396753, 125, 251870, 1383241.4153633697, 125, 255922, 1381826.4899017797, 125, 
266924, 1382632.5854750534, 126, 269367, 1394596.0814310028, 126, 251870, 1381896.855079353, 126, 255922, 1371717.9850217984, 126, 
266924, 1378635.033468607, 127, 269367, 1388499.4008975027, 127, 251870, 1377394.317809075, 127, 255922, 1369314.993802352, 127, 
266286, 1367257.506816811, 128, 269737, 1387119.1537871654, 128, 252595, 1375984.2707535354, 128, 255922, 1362247.880523594, 128, 
266286, 1358387.8918275833, 129, 269737, 1385450.8737427075, 129, 252595, 1369487.9157006047, 129, 255922, 1360492.086609063, 129, 
266286, 1357233.655747021, 130, 267188, 1370615.9485306442, 130, 252595, 1368998.9680720624, 130, 255922, 1358893.4870922612, 130, 
266286, 1352514.1357827894, 131, 267712, 1370549.5429587772, 131, 252595, 1366249.454878224, 131, 255922, 1357676.6351583458, 131, 
266286, 1345329.598308195, 132, 267712, 1370525.4478872328, 132, 252595, 1362110.7432641047, 132, 255922, 1356625.6150107349, 132, 
266286, 1344241.1069859595, 133, 264144, 1348279.6681525633, 133, 253622, 1357039.6776768104, 133, 255922, 1355192.295852629, 133, 
268963, 1392840.364404599, 134, 267188, 1385009.1041223514, 134, 253622, 1350160.5168259237, 134, 257081, 1351334.3775255014, 134, 
268963, 1388372.8624630694, 135, 267188, 1379012.5423072344, 135, 254446, 1355283.8730805365, 135, 257081, 1349933.116735961, 135, 
268963, 1386895.5257040763, 136, 267188, 1371343.9598497222, 136, 254446, 1352289.8072277403, 136, 257081, 1346880.440400677, 136, 
269088, 1378493.1265561364, 137, 267188, 1370396.3112446882, 137, 255095, 1345806.0427433283, 137, 257081, 1341940.2886861, 137, 
268062, 1364117.1878064496, 138, 267188, 1362070.820166072, 138, 255095, 1340722.6154029842, 138, 257483, 1337268.3249227705, 138, 
268062, 1362412.1419845184, 139, 267188, 1359938.240602087, 139, 255095, 1332529.214519183, 139, 257483, 1332727.6170178137, 139, 
268062, 1361300.3166735533, 140, 267188, 1359155.9142117337, 140, 255095, 1331746.1071798194, 140, 256528, 1321030.7089838511, 140, 
268062, 1359667.8764151128, 141, 267188, 1354606.6293208334, 141, 254959, 1327104.4325023098, 141, 256528, 1316263.2248824358, 141, 
268215, 1354197.4134647625, 142, 267188, 1351276.8874042337, 142, 253533, 1318034.3988669484, 142, 256528, 1315047.4634306068, 142, 
264734, 1332256.676566615, 143, 267188, 1348454.7359436522, 143, 253113, 1309712.825799975, 143, 256528, 1308809.78861408, 143, 
265483, 1331000.8311853572, 144, 267188, 1345302.3281842985, 144, 253113, 1307672.3814600445, 144, 256528, 1307373.294287823, 144, 
265483, 1326738.7329959855, 145, 267188, 1342325.0218911075, 145, 253113, 1293244.7635653615, 145, 256528, 1302010.6198779724, 145, 
265483, 1319275.0285768283, 146, 267188, 1340200.3096658315, 146, 253113, 1292081.909127881, 146, 257624, 1298803.7522710562, 146, 
265483, 1317558.4383637127, 147, 267188, 1338081.5504443808, 147, 254339, 1285932.231734033, 147, 257624, 1295629.6743490398, 147, 
265483, 1315966.5082581372, 148, 266667, 1332112.993074555, 148, 254339, 1285598.4144215097, 148, 257624, 1295532.4564718753, 148, 
266462, 1310792.0958758576, 149, 266667, 1332112.993074555, 148, 257851, 1318405.290457372, 149, 259209, 1308541.8501167553, 149, 
266462, 1309466.2079206924, 150, 267380, 1329438.4036408828, 150, 257851, 1312196.5928914775, 150, 260188, 1322542.6742008207, 150, 
266462, 1306002.1484280555, 151, 267699, 1324515.8758203287, 151, 257851, 1303472.7509882709, 151, 260188, 1318554.2909667424, 151, 
266337, 1303366.310126312, 152, 264079, 1293588.4588389338, 152, 257002, 1301467.3971075432, 152, 260188, 1316941.8875531203, 152, 
266337, 1300323.1300296802, 153, 271239, 1357143.086409727, 153, 257002, 1300491.8269992196, 153, 260188, 1307971.5915027715, 153, 
266337, 1297865.272053959, 154, 271239, 1354084.306786138, 154, 257002, 1298426.2330452097, 154, 260547, 1308014.7663005998, 154, 
266337, 1297423.0057774503, 155, 271239, 1352832.5590399997, 155, 257002, 1293541.888919458, 155, 261121, 1306004.825707094, 155, 
266337, 1297423.0057774503, 155, 271239, 1350690.0913710026, 156, 257002, 1288500.2929825985, 156, 261121, 1305982.8604557652, 156, 
266337, 1292629.3899699065, 157, 271239, 1350329.7573990952, 157, 257002, 1284063.9240419553, 157, 261121, 1304152.7773838833, 157, 
266337, 1291585.129824166, 158, 271239, 1350328.308127666, 158, 257002, 1278645.9432094982, 158, 261121, 1301217.795508722, 158, 
266337, 1286836.5689190782, 159, 271239, 1348967.7178891185, 159, 257002, 1274899.0373505757, 159, 261121, 1296476.9846588622, 159, 
266337, 1285247.4890492298, 160, 271239, 1347359.6747329435, 160, 259527, 1290821.7394537192, 160, 261121, 1296141.1816255709, 160, 
266337, 1281195.632883743, 161, 271336, 1339827.4126133444, 161, 259527, 1289718.9349901148, 161, 259240, 1285142.9345440706, 161, 
266337, 1279910.1847203367, 162, 271336, 1339445.9463194348, 162, 259527, 1283639.9225441164, 162, 259240, 1283005.7602344872, 162, 
266337, 1275624.5451708026, 163, 271134, 1326217.8364082843, 163, 259527, 1278778.5625811038, 163, 259240, 1276354.7120801162, 163, 
266337, 1275624.5451708026, 163, 271271, 1325345.2738894226, 164, 259527, 1275002.9394490612, 164, 259240, 1273114.1401781784, 164, 
266337, 1273965.1964918368, 165, 271271, 1324124.1315949839, 165, 259527, 1272885.4315864772, 165, 259240, 1271897.008772215, 165, 
266337, 1268858.9915016757, 166, 271271, 1323306.8814077857, 166, 259527, 1272216.711823536, 166, 259240, 1266635.2026224318, 166, 
266337, 1266073.7955777997, 167, 271271, 1321312.6430579457, 167, 259527, 1272079.971240747, 167, 259240, 1265720.1523126708, 167, 
266337, 1265382.1238631385, 168, 271271, 1319506.345790543, 168, 259527, 1269967.4493323797, 168, 259240, 1262771.0298006916, 168, 
266337, 1264459.6065686976, 169, 271271, 1317608.6870116328, 169, 254339, 1242168.0381986958, 169, 259240, 1257272.0625372152, 169, 
266337, 1263780.9994189313, 170, 271271, 1314939.246076958, 170, 260734, 1296549.6382540173, 170, 259240, 1255086.1658034802, 170, 
266337, 1261208.6877758394, 171, 271820, 1314131.8737024632, 171, 260173, 1292314.5814088862, 171, 259240, 1253291.6238972277, 171, 
266337, 1255948.7540399344, 172, 272354, 1313894.4995865698, 172, 260173, 1288859.23064096, 172, 259240, 1251579.0161203346, 172, 
266337, 1255487.4777087073, 173, 272354, 1313397.26936423, 173, 260173, 1283679.7737343023, 173, 259240, 1249746.230296169, 173, 
266337, 1253758.8594319625, 174, 272585, 1311592.399830586, 174, 260173, 1281496.9139224635, 174, 259240, 1247289.6732566806, 174, 
265903, 1250518.583960965, 175, 272585, 1310161.1279424757, 175, 260173, 1281496.9139224635, 174, 259240, 1245382.3500757858, 175, 
265903, 1237728.504210878, 176, 272585, 1309207.7448261802, 176, 260173, 1280413.7472877712, 176, 258728, 1236171.4868321267, 176, 
265903, 1236729.876868118, 177, 272967, 1308389.7789463156, 177, 260173, 1279100.2949049226, 177, 258728, 1229344.9718166364, 177, 
265903, 1235974.3307447257, 178, 272967, 1308318.2529769095, 178, 260173, 1277520.4978309772, 178, 258728, 1228062.782146572, 178, 
266497, 1236619.5185940692, 179, 272967, 1306288.8754436504, 179, 260173, 1273341.2814357206, 179, 258728, 1226880.8579035865, 179, 
266497, 1235671.4021060434, 180, 272967, 1303341.7704579544, 180, 253606, 1224973.7641646322, 180, 258728, 1226880.8579035865, 179, 
266497, 1231745.7321056912, 181, 272967, 1301560.8220795533, 181, 253606, 1220706.6965933074, 181, 258728, 1223730.3684320545, 181, 
265903, 1227020.7646045391, 182, 272967, 1298109.3941494613, 182, 254339, 1225628.9205329367, 182, 258728, 1221392.9868266813, 182, 
265903, 1224825.6319151686, 183, 273148, 1296125.8034901514, 183, 254339, 1224287.0717637565, 183, 264353, 1263546.6974715022, 183, 
265903, 1223289.2900873546, 184, 273148, 1294592.6063611556, 184, 254339, 1221391.036494909, 184, 264353, 1262773.0599927767, 184, 
265903, 1222084.7266519873, 185, 273148, 1288160.3723083201, 185, 254339, 1219651.6407321608, 185, 263930, 1258274.556897988, 185, 
265903, 1221932.5660662844, 186, 273148, 1284846.0131017312, 186, 254339, 1216002.4683675752, 186, 263930, 1255651.4032196112, 186, 
265903, 1219340.9276635805, 187, 264903, 1231743.2217147357, 187, 260515, 1270423.1387990632, 187, 263930, 1247280.4694637677, 187, 
265903, 1215130.4534323027, 188, 264903, 1230608.1913986166, 188, 256974, 1239469.3063116353, 188, 263930, 1245102.7930515406, 188, 
265903, 1212989.3722031752, 189, 264903, 1227819.2907610245, 189, 256974, 1238021.4866588116, 189, 263066, 1235406.3897404606, 189, 
265903, 1207353.3070373614, 190, 264136, 1221752.7929417633, 190, 256974, 1232425.158966661, 190, 264641, 1234364.5634042816, 190, 
265903, 1206549.0715666444, 191, 263425, 1218817.3043412028, 191, 256974, 1230780.5824428154, 191, 264641, 1231770.8598731614, 191, 
265903, 1204841.8203686725, 192, 263425, 1214550.4174842704, 192, 256974, 1229922.971849525, 192, 264641, 1229593.5389372776, 192, 
262625, 1191254.797671259, 193, 264511, 1212984.4968566196, 193, 256974, 1227355.2019383821, 193, 264641, 1225422.2412368963, 193, 
262625, 1184731.0605577787, 194, 264511, 1212161.8676248665, 194, 256974, 1225214.9932128552, 194, 264641, 1220204.3168312614, 194, 
263808, 1189180.8421772968, 195, 264511, 1210347.5210852849, 195, 256974, 1224216.2994447716, 195, 264641, 1215649.2107678035, 195, 
263808, 1188100.1267151278, 196, 264511, 1209143.657079809, 196, 256974, 1220955.1502937728, 196, 264641, 1215649.2107678035, 195, 
263808, 1185347.4560778176, 197, 264511, 1209022.500628545, 197, 256974, 1219911.811556931, 197, 264641, 1213693.6421897237, 197, 
267565, 1215288.296453033, 198, 264511, 1209022.500628545, 197, 257276, 1217462.898897394, 198, 264641, 1213445.4239209457, 198, 
267565, 1213337.5853168906, 199, 275719, 1299660.4086097635, 199, 257276, 1216769.0933546722, 199, 261762, 1206465.8511855195, 199, 
267565, 1213337.5853168906, 199, 275719, 1294911.8014444234, 200, 257276, 1215423.5905577391, 200, 263173, 1212667.0827276842, 200, 
267565, 1209161.060646342, 201, 275719, 1294025.3705325986, 201, 257276, 1212865.7928233503, 201, 260255, 1207011.4663903285, 201, 
267565, 1208303.1121091738, 202, 275719, 1292865.0161180233, 202, 256974, 1209562.8225483492, 202, 266007, 1249474.936616221, 202, 
