Czas podrozy, Zarobek, Stworzony w generacji
5448.488154081736, 3306, 8
4664.165162943916, 3306, 8
3785.6644209106485, 3306, 8
3974.9288488428733, 3306, 8
3721.4337496287885, 3306, 8
4669.117729024128, 3306, 8
4044.808557838117, 3306, 8
4448.312657959741, 3306, 8
Czas podrozy, Zarobek, Stworzony w generacji
4224.678401805417, 3306, 9
4490.207075486057, 3306, 9
5305.231436193417, 3306, 9
4214.2288730241125, 3306, 9
3661.8378658633164, 3306, 9
3974.9288488428733, 3306, 9
3721.4337496287885, 3306, 9
4038.6586343188533, 3306, 9
4044.808557838117, 3306, 9
4448.312657959741, 3306, 9
Czas podrozy, Zarobek, Stworzony w generacji
4192.269604161804, 3306, 10
4544.2445767395875, 3306, 10
5027.601423003921, 3306, 10
4214.2288730241125, 3306, 10
3618.547359061463, 3306, 10
3974.9288488428733, 3306, 10
3721.4337496287885, 3306, 10
3979.7158557082485, 3306, 10
3903.566411504337, 3306, 10
4448.312657959741, 3306, 10
Czas podrozy, Zarobek, Stworzony w generacji
4182.780074435066, 3306, 11
4544.2445767395875, 3306, 11
5027.601423003921, 3306, 11
3951.35391063018, 3306, 11
3618.547359061463, 3306, 11
3974.9288488428733, 3306, 11
3721.4337496287885, 3306, 11
3909.7798046439084, 3306, 11
3903.566411504337, 3306, 11
4448.312657959741, 3306, 11
Czas podrozy, Zarobek, Stworzony w generacji
3903.566411504337, 3306, 12
4564.800363974919, 3306, 12
5027.601423003921, 3306, 12
3951.35391063018, 3306, 12
3502.426792774523, 3306, 12
3974.9288488428733, 3306, 12
3721.4337496287885, 3306, 12
3909.7798046439084, 3306, 12
3895.6401596561777, 3306, 12
4486.828308878527, 3306, 12
Czas podrozy, Zarobek, Stworzony w generacji
3903.566411504337, 3306, 13
4499.29276952668, 3306, 13
5028.253410485344, 3306, 13
3951.35391063018, 3306, 13
3502.426792774523, 3306, 13
3974.9288488428733, 3306, 13
3721.4337496287885, 3306, 13
3909.7798046439084, 3306, 13
3882.25055747471, 3306, 13
4448.312657959741, 3306, 13
Czas podrozy, Zarobek, Stworzony w generacji
3922.922360841129, 3306, 14
4476.143454870703, 3306, 14
5028.253410485344, 3306, 14
3951.35391063018, 3306, 14
3502.426792774523, 3306, 14
3974.9288488428733, 3306, 14
3721.4337496287885, 3306, 14
3909.7798046439084, 3306, 14
3882.25055747471, 3306, 14
4448.312657959741, 3306, 14
Czas podrozy, Zarobek, Stworzony w generacji
3922.922360841129, 3306, 15
4417.739705082809, 3306, 15
5028.253410485344, 3306, 15
3951.35391063018, 3306, 15
3502.426792774523, 3306, 15
3974.9288488428733, 3306, 15
3721.4337496287885, 3306, 15
3909.7798046439084, 3306, 15
3882.25055747471, 3306, 15
4448.312657959741, 3306, 15
Czas podrozy, Zarobek, Stworzony w generacji
3909.5327586596613, 3306, 16
4417.739705082809, 3306, 16
5027.601423003921, 3306, 16
3951.35391063018, 3306, 16
3502.426792774523, 3306, 16
3974.9288488428733, 3306, 16
3721.4337496287885, 3306, 16
3909.7798046439084, 3306, 16
3882.25055747471, 3306, 16
4448.312657959741, 3306, 16
Czas podrozy, Zarobek, Stworzony w generacji
3909.5327586596613, 3306, 17
4447.805392608138, 3306, 17
4909.729987784713, 3306, 17
3951.35391063018, 3306, 17
3502.426792774523, 3306, 17
3974.9288488428733, 3306, 17
3721.4337496287885, 3306, 17
3909.7798046439084, 3306, 17
3882.25055747471, 3306, 17
4525.221040623173, 3306, 17
Czas podrozy, Zarobek, Stworzony w generacji
3909.5327586596613, 3306, 18
4417.739705082809, 3306, 18
4910.381975266136, 3306, 18
3951.35391063018, 3306, 18
3502.426792774523, 3306, 18
3974.9288488428733, 3306, 18
3721.4337496287885, 3306, 18
3945.183321323619, 3306, 18
3882.25055747471, 3306, 18
4448.312657959741, 3306, 18
Czas podrozy, Zarobek, Stworzony w generacji
3901.606506811502, 3306, 19
4476.143454870703, 3306, 19
4909.729987784713, 3306, 19
3951.35391063018, 3306, 19
3502.426792774523, 3306, 19
3974.9288488428733, 3306, 19
3722.24796258351, 3306, 19
3945.183321323619, 3306, 19
3882.25055747471, 3306, 19
4448.312657959741, 3306, 19
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 20
4476.143454870703, 3306, 20
4910.381975266136, 3306, 20
3951.35391063018, 3306, 20
3515.9709100647397, 3306, 20
4047.458409220701, 3306, 20
3722.24796258351, 3306, 20
3945.183321323619, 3306, 20
3895.6401596561777, 3306, 20
4448.312657959741, 3306, 20
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 21
4417.739705082809, 3306, 21
4910.381975266136, 3306, 21
3951.35391063018, 3306, 21
3632.0914763516794, 3306, 21
4047.458409220701, 3306, 21
3721.4337496287885, 3306, 21
3909.7798046439084, 3306, 21
3895.6401596561777, 3306, 21
4448.312657959741, 3306, 21
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 22
4417.739705082809, 3306, 22
4910.381975266136, 3306, 22
4060.9058204343714, 3306, 22
3618.547359061463, 3306, 22
3974.9288488428733, 3306, 22
3721.4337496287885, 3306, 22
3909.7798046439084, 3306, 22
3895.6401596561777, 3306, 22
4448.497975979131, 3306, 22
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 23
4417.739705082809, 3306, 23
4910.381975266136, 3306, 23
3951.35391063018, 3306, 23
3502.426792774523, 3306, 23
3974.9288488428733, 3306, 23
3721.4337496287885, 3306, 23
3909.7798046439084, 3306, 23
3895.6401596561777, 3306, 23
4448.497975979131, 3306, 23
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 24
4417.739705082809, 3306, 24
4909.729987784713, 3306, 24
4060.9058204343714, 3306, 24
3502.426792774523, 3306, 24
3974.9288488428733, 3306, 24
3721.4337496287885, 3306, 24
3909.7798046439084, 3306, 24
3895.6401596561777, 3306, 24
4448.312657959741, 3306, 24
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 25
4417.739705082809, 3306, 25
4909.729987784713, 3306, 25
3951.35391063018, 3306, 25
3502.426792774523, 3306, 25
3974.9288488428733, 3306, 25
3721.4337496287885, 3306, 25
3909.7798046439084, 3306, 25
3882.25055747471, 3306, 25
4448.312657959741, 3306, 25
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 26
4417.739705082809, 3306, 26
4909.729987784713, 3306, 26
3951.35391063018, 3306, 26
3502.426792774523, 3306, 26
3974.9288488428733, 3306, 26
3721.4337496287885, 3306, 26
3909.7798046439084, 3306, 26
3882.25055747471, 3306, 26
4448.312657959741, 3306, 26
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 27
4417.739705082809, 3306, 27
4909.729987784713, 3306, 27
3951.35391063018, 3306, 27
3502.426792774523, 3306, 27
3974.9288488428733, 3306, 27
3721.4337496287885, 3306, 27
3945.183321323619, 3306, 27
3882.25055747471, 3306, 27
4448.312657959741, 3306, 27
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 28
4417.739705082809, 3306, 28
4909.729987784713, 3306, 28
3951.35391063018, 3306, 28
3502.426792774523, 3306, 28
4028.6615341290694, 3306, 28
3795.4400857404858, 3306, 28
3945.183321323619, 3306, 28
3882.25055747471, 3306, 28
4448.312657959741, 3306, 28
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 29
4417.739705082809, 3306, 29
4909.729987784713, 3306, 29
3951.35391063018, 3306, 29
3502.426792774523, 3306, 29
4028.6615341290694, 3306, 29
3795.4400857404858, 3306, 29
3909.7798046439084, 3306, 29
3882.25055747471, 3306, 29
4448.312657959741, 3306, 29
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 30
4417.739705082809, 3306, 30
4909.729987784713, 3306, 30
4037.983876228471, 3306, 30
3502.426792774523, 3306, 30
4028.6615341290694, 3306, 30
3795.4400857404858, 3306, 30
3980.5749465956824, 3306, 30
3882.25055747471, 3306, 30
4448.312657959741, 3306, 30
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 31
4417.739705082809, 3306, 31
4909.729987784713, 3306, 31
4037.983876228471, 3306, 31
3502.426792774523, 3306, 31
3974.9288488428733, 3306, 31
3887.443837338487, 3306, 31
3909.7798046439084, 3306, 31
4186.3373361497315, 3306, 31
4448.312657959741, 3306, 31
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 32
4417.739705082809, 3306, 32
5001.368049670221, 3306, 32
4037.983876228471, 3306, 32
3502.426792774523, 3306, 32
3974.9288488428733, 3306, 32
3887.443837338487, 3306, 32
3909.7798046439084, 3306, 32
4186.3373361497315, 3306, 32
4448.312657959741, 3306, 32
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 33
4417.739705082809, 3306, 33
5001.368049670221, 3306, 33
4037.983876228471, 3306, 33
3502.426792774523, 3306, 33
4247.164539917889, 3306, 33
3795.4400857404858, 3306, 33
3909.7798046439084, 3306, 33
3882.25055747471, 3306, 33
4448.312657959741, 3306, 33
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 34
4417.739705082809, 3306, 34
5001.368049670221, 3306, 34
4037.983876228471, 3306, 34
3502.426792774523, 3306, 34
3974.9288488428733, 3306, 34
3721.4337496287885, 3306, 34
3909.7798046439084, 3306, 34
3882.25055747471, 3306, 34
4448.312657959741, 3306, 34
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 35
4417.739705082809, 3306, 35
5057.52000273519, 3306, 35
3951.35391063018, 3306, 35
3502.426792774523, 3306, 35
4028.6615341290694, 3306, 35
3721.4337496287885, 3306, 35
3909.7798046439084, 3306, 35
3882.25055747471, 3306, 35
4448.312657959741, 3306, 35
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 36
4417.739705082809, 3306, 36
5057.52000273519, 3306, 36
3951.35391063018, 3306, 36
3502.426792774523, 3306, 36
4028.6615341290694, 3306, 36
3721.4337496287885, 3306, 36
3909.7798046439084, 3306, 36
3882.25055747471, 3306, 36
4448.312657959741, 3306, 36
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 37
4417.739705082809, 3306, 37
5001.368049670221, 3306, 37
3951.35391063018, 3306, 37
3502.426792774523, 3306, 37
4028.6615341290694, 3306, 37
3722.24796258351, 3306, 37
3909.7798046439084, 3306, 37
3882.25055747471, 3306, 37
4448.312657959741, 3306, 37
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 38
4447.805392608138, 3306, 38
5001.368049670221, 3306, 38
3951.35391063018, 3306, 38
3502.426792774523, 3306, 38
4028.6615341290694, 3306, 38
3892.9751792720435, 3306, 38
3909.7798046439084, 3306, 38
3882.25055747471, 3306, 38
4448.312657959741, 3306, 38
Czas podrozy, Zarobek, Stworzony w generacji
3882.25055747471, 3306, 39
4417.739705082809, 3306, 39
4909.729987784713, 3306, 39
3951.35391063018, 3306, 39
3618.547359061463, 3306, 39
4028.6615341290694, 3306, 39
3888.2580502932087, 3306, 39
3909.7798046439084, 3306, 39
4636.856957687049, 3306, 39
4448.312657959741, 3306, 39

